Model,BIC_Value,ExactAge,AgeGroup,StudyID
EmoHier,210.835775275188,15.227397260273971,Adolescents,50
EmoAvg,186.174536277087,15.227397260273971,Adolescents,50
Cong,208.249581617299,15.227397260273971,Adolescents,50
Cond,207.02579805553,15.227397260273971,Adolescents,50
CongBeta,209.562367625825,15.227397260273971,Adolescents,50
CondBeta,207.820622003937,15.227397260273971,Adolescents,50
Vanilla,259.918898703361,8.04109589041096,Children,51
EmoQ,259.918902703383,8.04109589041096,Children,51
EmoBias,265.111855554254,8.04109589041096,Children,51
EmoHier,267.987869098787,8.04109589041096,Children,51
EmoAvg,263.61951162569,8.04109589041096,Children,51
Cong,270.304812405142,8.04109589041096,Children,51
Cond,275.383694283509,8.04109589041096,Children,51
CongBeta,270.190754113469,8.04109589041096,Children,51
CondBeta,275.4169365069,8.04109589041096,Children,51
Vanilla,210.074277158965,15.03013698630137,Adolescents,52
EmoQ,252.024323441248,15.03013698630137,Adolescents,52
EmoBias,213.496230726126,15.03013698630137,Adolescents,52
EmoHier,215.574916917941,15.03013698630137,Adolescents,52
EmoAvg,233.515497317936,15.03013698630137,Adolescents,52
Cong,179.975436511055,15.03013698630137,Adolescents,52
Cond,181.904749104454,15.03013698630137,Adolescents,52
CongBeta,181.076536523012,15.03013698630137,Adolescents,52
CondBeta,184.814632346219,15.03013698630137,Adolescents,52
Vanilla,64.8164439093147,22.775342465753425,Adults,53
EmoQ,70.3798171461112,22.775342465753425,Adults,53
EmoBias,81.6086032667576,22.775342465753425,Adults,53
EmoHier,72.652073873993,22.775342465753425,Adults,53
EmoAvg,57.8185669424609,22.775342465753425,Adults,53
Cong,74.4574343048312,22.775342465753425,Adults,53
Cond,77.1726114491442,22.775342465753425,Adults,53
CongBeta,71.737680018465,22.775342465753425,Adults,53
CondBeta,76.8705812243684,22.775342465753425,Adults,53
Vanilla,216.106952694584,21.567123287671233,Adults,54
EmoQ,217.547920762515,21.567123287671233,Adults,54
EmoBias,220.030770762116,21.567123287671233,Adults,54
EmoHier,223.913225899129,21.567123287671233,Adults,54
EmoAvg,226.051429491024,21.567123287671233,Adults,54
Cong,210.974500963672,21.567123287671233,Adults,54
Cond,216.167457816096,21.567123287671233,Adults,54
CongBeta,219.791849663472,21.567123287671233,Adults,54
CondBeta,223.690594632172,21.567123287671233,Adults,54
Vanilla,216.841758742694,21.39452054794521,Adults,55
EmoQ,215.976410893018,21.39452054794521,Adults,55
EmoBias,220.050443678124,21.39452054794521,Adults,55
EmoHier,223.155289425621,21.39452054794521,Adults,55
EmoAvg,213.246575342591,21.39452054794521,Adults,55
Cong,216.966400368082,21.39452054794521,Adults,55
Cond,195.833080661973,21.39452054794521,Adults,55
CongBeta,218.106267527179,21.39452054794521,Adults,55
CondBeta,198.926597854443,21.39452054794521,Adults,55
Vanilla,241.10498482196,21.35890410958904,Adults,56
EmoQ,241.337193933192,21.35890410958904,Adults,56
EmoBias,244.199607608328,21.35890410958904,Adults,56
EmoHier,249.774170166061,21.35890410958904,Adults,56
EmoAvg,243.142801096147,21.35890410958904,Adults,56
Cong,250.925604296283,21.35890410958904,Adults,56
Cond,255.33212931819,21.35890410958904,Adults,56
CongBeta,250.890168834188,21.35890410958904,Adults,56
CondBeta,255.524992615618,21.35890410958904,Adults,56
Vanilla,259.918898703361,21.578082191780823,Adults,57
EmoQ,257.726644917658,21.578082191780823,Adults,57
EmoBias,261.978404896516,21.578082191780823,Adults,57
EmoHier,266.114068961983,21.578082191780823,Adults,57
EmoAvg,259.246785260373,21.578082191780823,Adults,57
Cong,261.354313350153,21.578082191780823,Adults,57
